0ecf97db-78d0-46f7-bd1b-189bdd6068a1,-2980.5,88.0,2520.5
0ecf97db-78d0-46f7-bd1b-189bdd6068a1,1800.5,75.0,390.5
0ecf97db-78d0-46f7-bd1b-189bdd6068a1,2447.5,65.0,-4912.5
f6bec812-5826-4758-b5a1-f13c0365cad1,4317.5,47.0,-4224.5
f6bec812-5826-4758-b5a1-f13c0365cad1,451.5,47.0,97.5
f6bec812-5826-4758-b5a1-f13c0365cad1,2877.5,41.0,-3484.5
77c910f8-11e1-468d-8586-021fb2f090bb,3555.5,59.0,-4603.5
77c910f8-11e1-468d-8586-021fb2f090bb,3805.5,62.0,-391.5
